,Hours_Studied,Attendance,Sleep_Hours,Cluster,Cluster_Name
1066,12,75,6,1,C2
1067,27,95,7,0,C1
1068,17,87,7,0,C1
1069,22,74,10,2,C3
1070,20,87,7,0,C1
1071,23,61,6,2,C3
1072,20,89,7,0,C1
1073,12,79,9,0,C1
1074,26,93,9,0,C1
1075,17,98,10,0,C1
1076,11,97,7,0,C1
1077,17,96,8,0,C1
1078,29,80,5,1,C2
1079,25,74,6,2,C3
1080,18,79,5,1,C2
1081,18,88,8,0,C1
1082,18,95,7,0,C1
1083,32,68,7,2,C3
1084,22,97,6,1,C2
1085,23,93,8,0,C1
1086,26,99,4,1,C2
1087,21,95,7,0,C1
1088,18,71,7,2,C3
1089,19,64,4,1,C2
1090,20,64,8,2,C3
1091,20,72,7,2,C3
1092,24,85,8,0,C1
1093,20,92,10,0,C1
1094,24,96,7,0,C1
1095,20,85,8,0,C1
1096,20,60,9,2,C3
1097,8,67,8,2,C3
1098,25,64,6,2,C3
1099,22,75,5,1,C2
1100,26,80,8,0,C1
1101,3,62,6,2,C3
1102,33,74,9,2,C3
1103,19,67,6,2,C3
1104,27,86,7,0,C1
1105,14,79,5,1,C2
1106,24,80,6,1,C2
1107,14,77,6,1,C2
1108,16,98,6,1,C2
1109,31,69,7,2,C3
1110,19,81,6,1,C2
1111,21,89,10,0,C1
1112,25,82,8,0,C1
1113,23,97,9,0,C1
1114,21,75,7,2,C3
1115,22,79,7,2,C3
1116,34,64,6,2,C3
1117,20,84,10,0,C1
1118,21,72,7,2,C3
1119,26,66,6,2,C3
1120,27,82,6,1,C2
1121,27,81,8,0,C1
1122,24,63,9,2,C3
1123,13,88,9,0,C1
1124,30,85,6,1,C2
1125,13,68,6,2,C3
1126,22,79,9,0,C1
1127,15,89,10,0,C1
1128,20,81,7,0,C1
1129,22,76,9,2,C3
1130,22,73,5,1,C2
1131,23,84,6,1,C2
1132,30,98,5,1,C2
1133,23,87,8,0,C1
1134,19,63,7,2,C3
1135,26,78,7,2,C3
1136,27,96,9,0,C1
1137,13,64,6,2,C3
1138,24,100,7,0,C1
1139,24,98,5,1,C2
1140,18,63,9,2,C3
1141,28,97,9,0,C1
1142,19,75,8,2,C3
1143,21,94,7,0,C1
1144,19,77,6,1,C2
1145,20,78,5,1,C2
1146,13,85,7,0,C1
1147,11,91,8,0,C1
1148,30,61,10,2,C3
1149,15,84,6,1,C2
1150,14,67,7,2,C3
1151,7,74,9,2,C3
1152,16,74,9,2,C3
1153,12,79,6,1,C2
1154,30,73,7,2,C3
1155,26,64,6,2,C3
1156,16,66,6,2,C3
1157,34,61,9,2,C3
1158,26,79,7,2,C3
1159,18,98,7,0,C1
1160,5,65,7,2,C3
1161,34,98,7,0,C1
1162,12,89,7,0,C1
1163,10,85,6,1,C2
1164,26,86,9,0,C1
1165,35,93,6,1,C2
1166,28,64,6,2,C3
1167,23,80,7,2,C3
1168,24,88,10,0,C1
1169,25,83,6,1,C2
1170,25,93,8,0,C1
1171,22,63,7,2,C3
1172,21,88,7,0,C1
1173,20,81,8,0,C1
1174,15,75,4,1,C2
1175,18,74,6,1,C2
1176,10,85,8,0,C1
1177,19,96,7,0,C1
1178,14,80,7,0,C1
1179,13,93,8,0,C1
1180,21,76,6,1,C2
1181,28,64,9,2,C3
1182,26,62,8,2,C3
1183,11,62,7,2,C3
1184,14,75,8,2,C3
1185,26,73,9,2,C3
1186,14,89,6,1,C2
1187,19,90,8,0,C1
1188,23,62,10,2,C3
1189,14,69,8,2,C3
1190,21,71,7,2,C3
1191,12,82,10,0,C1
1192,16,66,7,2,C3
1193,22,65,9,2,C3
1194,10,98,6,1,C2
1195,23,92,9,0,C1
1196,20,67,6,2,C3
1197,23,76,7,2,C3
1198,21,74,6,1,C2
1199,28,92,10,0,C1
1200,21,80,7,2,C3
1201,17,65,5,1,C2
1202,21,90,7,0,C1
1203,23,76,8,2,C3
1204,20,71,7,2,C3
1205,20,75,6,1,C2
1206,16,80,9,0,C1
1207,16,74,9,2,C3
1208,12,70,5,1,C2
1209,30,76,6,1,C2
1210,13,61,7,2,C3
1211,16,91,6,1,C2
1212,16,67,8,2,C3
1213,25,62,10,2,C3
1214,18,86,6,1,C2
1215,27,91,9,0,C1
1216,16,93,5,1,C2
1217,22,80,8,0,C1
1218,15,68,6,2,C3
1219,33,89,8,0,C1
1220,13,88,4,1,C2
1221,22,70,5,1,C2
1222,24,96,8,0,C1
1223,22,64,6,2,C3
1224,19,99,7,0,C1
1225,19,94,10,0,C1
1226,20,88,7,0,C1
1227,19,98,8,0,C1
1228,26,89,6,1,C2
1229,33,68,5,1,C2
1230,17,78,7,2,C3
1231,12,63,5,2,C3
1232,19,76,6,1,C2
1233,35,90,7,0,C1
1234,15,75,7,2,C3
1235,30,73,8,2,C3
1236,30,84,8,0,C1
1237,17,95,5,1,C2
1238,23,62,6,2,C3
1239,30,75,4,1,C2
1240,18,66,6,2,C3
1241,19,88,8,0,C1
1242,17,64,9,2,C3
1243,14,87,7,0,C1
1244,16,71,9,2,C3
1245,13,68,8,2,C3
1246,20,97,7,0,C1
1247,15,61,6,2,C3
1248,21,78,4,1,C2
1249,11,61,9,2,C3
1250,22,79,7,2,C3
1251,25,80,9,0,C1
1252,8,73,6,1,C2
1253,22,65,10,2,C3
1254,27,75,7,2,C3
1255,13,87,6,1,C2
1256,30,91,7,0,C1
1257,23,81,7,0,C1
1258,16,84,7,0,C1
1259,20,68,6,2,C3
1260,23,71,4,1,C2
1261,20,66,6,2,C3
1262,23,70,9,2,C3
1263,14,69,6,2,C3
1264,21,81,4,1,C2
1265,12,83,5,1,C2
1266,19,98,7,0,C1
1267,15,68,6,2,C3
1268,16,86,7,0,C1
1269,27,93,6,1,C2
1270,27,82,9,0,C1
1271,24,70,8,2,C3
1272,13,71,10,2,C3
1273,18,62,6,2,C3
1274,27,72,7,2,C3
1275,21,90,9,0,C1
1276,34,62,8,2,C3
1277,22,69,6,2,C3
1278,21,88,8,0,C1
1279,18,91,8,0,C1
1280,21,78,4,1,C2
1281,19,88,6,1,C2
1282,24,76,7,2,C3
1283,26,66,9,2,C3
1284,15,76,8,2,C3
1285,12,83,6,1,C2
1286,9,98,6,1,C2
1287,23,63,8,2,C3
1288,13,80,4,1,C2
1289,7,73,6,1,C2
1290,22,80,9,0,C1
1291,35,61,7,2,C3
1292,20,73,6,2,C3
1293,25,93,5,1,C2
1294,20,82,8,0,C1
1295,19,78,7,2,C3
1296,26,71,7,2,C3
1297,18,72,8,2,C3
1298,22,75,7,2,C3
1299,22,93,7,0,C1
1300,16,99,5,1,C2
1301,26,78,5,1,C2
1302,19,76,8,2,C3
1303,15,94,8,0,C1
1304,23,77,8,2,C3
1305,15,82,6,1,C2
1306,20,69,8,2,C3
1307,20,90,6,1,C2
1308,27,81,9,0,C1
1309,23,92,6,1,C2
1310,20,91,6,1,C2
1311,25,69,7,2,C3
1312,28,89,8,0,C1
1313,23,92,7,0,C1
1314,20,74,7,2,C3
1315,12,67,6,2,C3
1316,14,60,7,2,C3
1317,18,78,7,2,C3
1318,16,74,6,1,C2
1319,19,82,7,0,C1
1320,20,68,7,2,C3
1321,23,94,10,0,C1
1322,20,70,6,2,C3
1323,23,69,6,2,C3
1324,20,79,7,2,C3
1325,8,80,6,1,C2
1326,14,69,5,1,C2
1327,19,71,5,1,C2
1328,13,67,6,2,C3
1329,24,89,6,1,C2
1330,29,91,5,1,C2
1331,27,78,7,2,C3
1332,19,89,4,1,C2
1333,29,89,8,0,C1
1334,21,66,6,2,C3
1335,18,99,6,1,C2
1336,16,93,8,0,C1
1337,18,68,8,2,C3
1338,18,67,6,2,C3
1339,21,65,8,2,C3
1340,21,66,9,2,C3
1341,20,90,5,1,C2
1342,23,79,8,0,C1
1343,27,91,5,1,C2
1344,26,90,9,0,C1
1345,11,84,6,1,C2
1346,5,87,6,1,C2
1347,26,61,9,2,C3
1348,12,72,8,2,C3
1349,19,86,6,1,C2
1350,13,60,7,2,C3
1351,9,61,6,2,C3
1352,23,94,5,1,C2
1353,25,87,7,0,C1
1354,17,71,6,2,C3
1355,4,88,6,1,C2
1356,17,92,9,0,C1
1357,22,72,6,2,C3
1358,11,61,7,2,C3
1359,21,97,9,0,C1
1360,20,74,7,2,C3
1361,23,64,6,2,C3
1362,21,80,7,2,C3
1363,14,91,8,0,C1
1364,27,69,8,2,C3
1365,19,71,10,2,C3
1366,20,70,6,2,C3
1367,14,100,7,0,C1
1368,17,68,5,1,C2
1369,15,83,8,0,C1
1370,19,97,7,0,C1
1371,30,66,7,2,C3
1372,12,99,6,1,C2
1373,10,98,6,1,C2
1374,29,95,7,0,C1
1375,19,69,6,2,C3
1376,16,85,7,0,C1
1377,26,90,7,0,C1
1378,16,99,5,1,C2
1379,31,67,5,2,C3
1380,24,91,6,1,C2
1381,17,74,9,2,C3
1382,33,67,6,2,C3
1383,16,77,7,2,C3
1384,24,92,5,1,C2
1385,22,79,6,1,C2
1386,28,82,5,1,C2
1387,29,100,8,0,C1
1388,20,76,5,1,C2
1389,15,85,8,0,C1
1390,23,75,8,2,C3
1391,16,76,7,2,C3
1392,32,88,8,0,C1
1393,21,98,10,0,C1
1394,18,82,8,0,C1
1395,21,91,5,1,C2
1396,12,64,9,2,C3
1397,14,68,7,2,C3
1398,27,80,10,0,C1
1399,16,61,6,2,C3
1400,14,70,9,2,C3
1401,23,81,7,0,C1
1402,27,61,10,2,C3
1403,24,71,7,2,C3
1404,26,81,10,0,C1
1405,15,83,8,0,C1
1406,11,97,8,0,C1
1407,29,86,10,0,C1
1408,18,77,6,1,C2
1409,18,97,8,0,C1
1410,28,91,7,0,C1
1411,23,68,7,2,C3
1412,23,65,7,2,C3
1413,33,87,8,0,C1
1414,16,82,8,0,C1
1415,26,92,6,1,C2
1416,20,90,7,0,C1
1417,22,85,4,1,C2
1418,29,99,8,0,C1
1419,23,81,10,0,C1
1420,23,65,7,2,C3
1421,26,93,5,1,C2
1422,18,70,8,2,C3
1423,15,91,6,1,C2
1424,14,98,7,0,C1
1425,8,88,8,0,C1
1426,32,84,8,0,C1
1427,13,78,9,0,C1
1428,19,75,7,2,C3
1429,18,74,7,2,C3
1430,22,85,8,0,C1
1431,25,90,7,0,C1
1432,25,87,6,1,C2
1433,17,68,8,2,C3
1434,19,80,5,1,C2
1435,22,92,7,0,C1
1436,19,79,5,1,C2
1437,30,81,6,1,C2
1438,23,91,6,1,C2
1439,24,86,6,1,C2
1440,24,76,9,2,C3
1441,27,96,9,0,C1
1442,21,67,9,2,C3
1443,12,100,7,0,C1
1444,22,65,6,2,C3
1445,16,61,8,2,C3
1446,17,96,7,0,C1
1447,24,70,7,2,C3
1448,27,89,4,1,C2
1449,20,92,8,0,C1
1450,22,94,8,0,C1
1451,30,100,7,0,C1
1452,21,72,8,2,C3
1453,36,88,8,0,C1
1454,23,65,6,2,C3
1455,9,76,7,2,C3
1456,25,94,5,1,C2
1457,22,75,9,2,C3
1458,28,84,8,0,C1
1459,24,80,6,1,C2
1460,19,86,8,0,C1
1461,13,99,7,0,C1
1462,19,62,6,2,C3
1463,15,83,7,0,C1
1464,17,95,8,0,C1
1465,24,79,8,0,C1
1466,30,63,10,2,C3
1467,22,82,7,0,C1
1468,13,73,7,2,C3
1469,23,66,8,2,C3
1470,27,94,7,0,C1
1471,16,81,6,1,C2
1472,19,97,6,1,C2
1473,20,92,4,1,C2
1474,15,88,8,0,C1
1475,24,60,5,2,C3
1476,19,77,6,1,C2
1477,23,68,7,2,C3
1478,15,96,7,0,C1
1479,17,67,10,2,C3
1480,24,71,5,1,C2
1481,18,81,10,0,C1
1482,30,71,9,2,C3
1483,18,68,8,2,C3
1484,21,84,9,0,C1
1485,26,64,8,2,C3
1486,11,62,4,1,C2
1487,9,75,8,2,C3
1488,11,89,5,1,C2
1489,28,82,6,1,C2
1490,17,77,7,2,C3
1491,35,83,6,1,C2
1492,17,75,8,2,C3
1493,21,97,7,0,C1
1494,29,62,8,2,C3
1495,32,87,7,0,C1
1496,32,96,7,0,C1
1497,27,92,6,1,C2
1498,26,67,5,1,C2
1499,24,72,7,2,C3
1500,25,89,6,1,C2
1501,17,63,9,2,C3
1502,15,92,5,1,C2
1503,20,89,10,0,C1
1504,19,89,7,0,C1
1505,17,64,7,2,C3
1506,24,89,6,1,C2
1507,26,87,8,0,C1
1508,21,93,7,0,C1
1509,29,62,7,2,C3
1510,13,61,8,2,C3
1511,19,75,8,2,C3
1512,16,66,9,2,C3
1513,9,82,8,0,C1
1514,20,97,6,1,C2
1515,19,76,4,1,C2
1516,29,94,7,0,C1
1517,24,60,7,2,C3
1518,14,67,10,2,C3
1519,31,61,7,2,C3
1520,27,73,8,2,C3
1521,23,96,8,0,C1
1522,19,64,8,2,C3
1523,14,84,8,0,C1
1524,18,78,6,1,C2
1525,27,98,6,1,C2
1526,31,65,7,2,C3
1527,29,68,4,1,C2
1528,17,61,7,2,C3
1529,13,77,6,1,C2
1530,21,71,7,2,C3
1531,9,95,7,0,C1
1532,22,84,5,1,C2
1533,19,85,9,0,C1
1534,17,81,7,0,C1
1535,10,64,8,2,C3
1536,23,78,7,2,C3
1537,17,100,8,0,C1
1538,13,93,5,1,C2
1539,3,96,9,0,C1
1540,20,93,8,0,C1
1541,31,64,7,2,C3
1542,30,69,7,2,C3
1543,17,60,9,2,C3
1544,16,72,6,2,C3
1545,23,64,5,2,C3
1546,14,79,6,1,C2
1547,22,87,7,0,C1
1548,25,95,7,0,C1
1549,27,90,9,0,C1
1550,19,98,6,1,C2
1551,19,62,6,2,C3
1552,15,60,5,2,C3
1553,15,86,8,0,C1
1554,19,72,5,1,C2
1555,22,70,8,2,C3
1556,25,73,6,2,C3
1557,15,71,6,2,C3
1558,29,80,10,0,C1
1559,18,78,9,0,C1
1560,20,80,7,2,C3
1561,16,87,5,1,C2
1562,5,75,10,0,C1
1563,25,70,7,2,C3
1564,24,67,7,2,C3
1565,18,74,8,2,C3
1566,20,90,4,1,C2
1567,23,90,6,1,C2
1568,11,87,7,0,C1
1569,17,69,7,2,C3
1570,25,84,5,1,C2
1571,12,83,7,0,C1
1572,22,79,7,2,C3
1573,12,82,10,0,C1
1574,23,80,9,0,C1
1575,20,83,7,0,C1
1576,10,89,7,0,C1
1577,27,64,9,2,C3
1578,16,90,7,0,C1
1579,15,65,5,1,C2
1580,21,63,10,2,C3
1581,27,99,6,1,C2
1582,14,98,10,0,C1
1583,20,62,8,2,C3
1584,23,78,6,1,C2
1585,24,67,4,1,C2
1586,21,79,8,0,C1
1587,18,93,5,1,C2
1588,15,98,8,0,C1
1589,21,85,10,0,C1
1590,14,74,5,1,C2
1591,2,84,8,0,C1
1592,23,72,6,2,C3
1593,25,96,9,0,C1
1594,6,95,7,0,C1
1595,14,82,7,0,C1
1596,24,73,9,2,C3
1597,32,72,8,2,C3
1598,20,61,6,2,C3
1599,16,93,10,0,C1
1600,19,78,5,1,C2
1601,28,73,7,2,C3
1602,16,79,6,1,C2
1603,15,93,5,1,C2
1604,17,65,5,1,C2
1605,14,94,7,0,C1
1606,21,96,8,0,C1
1607,30,98,9,0,C1
1608,22,76,9,2,C3
1609,18,69,7,2,C3
1610,18,75,6,1,C2
1611,11,73,9,2,C3
1612,25,67,6,2,C3
1613,20,84,5,1,C2
1614,19,79,8,0,C1
1615,39,95,9,0,C1
1616,22,61,6,2,C3
1617,15,86,10,0,C1
1618,17,91,8,0,C1
1619,27,90,8,0,C1
1620,21,95,6,1,C2
1621,11,89,9,0,C1
1622,26,97,5,1,C2
1623,16,73,6,1,C2
1624,31,80,6,1,C2
1625,26,61,5,2,C3
1626,17,60,8,2,C3
1627,28,70,8,2,C3
1628,20,64,8,2,C3
1629,25,70,7,2,C3
1630,23,67,8,2,C3
1631,15,61,7,2,C3
1632,16,96,6,1,C2
1633,26,60,6,2,C3
1634,18,89,4,1,C2
1635,18,66,9,2,C3
1636,14,96,9,0,C1
1637,23,96,10,0,C1
1638,32,86,6,1,C2
1639,14,87,6,1,C2
1640,20,60,4,1,C2
1641,28,99,8,0,C1
1642,20,95,8,0,C1
1643,23,96,9,0,C1
1644,14,86,6,1,C2
1645,23,74,8,2,C3
1646,19,96,6,1,C2
1647,26,72,9,2,C3
1648,27,83,8,0,C1
1649,36,64,5,2,C3
1650,23,97,7,0,C1
1651,22,66,4,1,C2
1652,21,69,5,1,C2
1653,18,82,5,1,C2
1654,22,91,6,1,C2
1655,18,85,7,0,C1
1656,21,69,7,2,C3
1657,28,60,7,2,C3
1658,14,90,7,0,C1
1659,27,99,7,0,C1
1660,28,92,5,1,C2
1661,19,78,7,2,C3
1662,7,96,9,0,C1
1663,16,76,7,2,C3
1664,28,81,8,0,C1
1665,20,79,8,0,C1
1666,14,78,8,0,C1
1667,17,91,7,0,C1
1668,25,81,8,0,C1
1669,23,73,8,2,C3
1670,19,70,8,2,C3
1671,18,62,8,2,C3
1672,18,83,5,1,C2
1673,14,69,5,1,C2
1674,30,66,6,2,C3
1675,18,86,9,0,C1
1676,27,87,7,0,C1
1677,29,90,7,0,C1
1678,26,80,4,1,C2
1679,17,96,7,0,C1
1680,22,97,7,0,C1
1681,20,92,4,1,C2
1682,15,85,7,0,C1
1683,22,72,5,1,C2
1684,13,99,6,1,C2
1685,27,71,8,2,C3
1686,17,68,7,2,C3
1687,21,78,6,1,C2
1688,22,62,6,2,C3
1689,18,99,6,1,C2
1690,24,84,7,0,C1
1691,17,82,5,1,C2
1692,25,86,9,0,C1
1693,12,80,5,1,C2
1694,21,61,4,1,C2
1695,32,84,8,0,C1
1696,14,89,6,1,C2
1697,16,77,7,2,C3
1698,23,90,8,0,C1
1699,21,69,6,2,C3
1700,22,69,7,2,C3
1701,23,66,8,2,C3
1702,24,75,9,2,C3
1703,27,94,6,1,C2
1704,22,93,6,1,C2
1705,19,75,8,2,C3
1706,24,84,7,0,C1
1707,31,89,7,0,C1
1708,19,70,9,2,C3
1709,14,67,4,1,C2
1710,27,99,5,1,C2
1711,19,85,4,1,C2
1712,7,99,9,0,C1
1713,25,74,8,2,C3
1714,17,88,5,1,C2
1715,19,69,7,2,C3
1716,22,70,7,2,C3
1717,21,80,4,1,C2
1718,24,73,7,2,C3
1719,17,67,5,1,C2
1720,23,71,8,2,C3
1721,18,61,5,2,C3
1722,24,88,7,0,C1
1723,24,80,9,0,C1
1724,14,64,8,2,C3
1725,27,67,8,2,C3
1726,17,64,7,2,C3
1727,25,85,5,1,C2
1728,22,64,6,2,C3
1729,31,90,7,0,C1
1730,19,61,7,2,C3
1731,18,70,5,1,C2
1732,20,96,8,0,C1
1733,18,89,5,1,C2
1734,25,63,9,2,C3
1735,10,93,7,0,C1
1736,14,80,8,0,C1
1737,14,94,8,0,C1
1738,26,84,10,0,C1
1739,30,87,7,0,C1
1740,19,100,6,1,C2
1741,19,69,6,2,C3
1742,20,85,9,0,C1
1743,27,78,5,1,C2
1744,14,62,6,2,C3
1745,21,61,7,2,C3
1746,26,65,7,2,C3
1747,23,86,8,0,C1
1748,21,83,5,1,C2
1749,26,82,7,0,C1
1750,4,61,7,2,C3
1751,24,79,5,1,C2
1752,16,97,8,0,C1
1753,9,76,7,2,C3
1754,23,85,7,0,C1
1755,28,91,6,1,C2
1756,19,91,6,1,C2
1757,26,81,5,1,C2
1758,30,94,8,0,C1
1759,28,76,9,2,C3
1760,30,96,10,0,C1
1761,24,70,8,2,C3
1762,20,71,6,2,C3
1763,10,62,6,2,C3
1764,19,92,8,0,C1
1765,15,77,7,2,C3
1766,33,69,7,2,C3
1767,19,69,7,2,C3
1768,21,96,9,0,C1
1769,23,93,6,1,C2
1770,20,82,9,0,C1
1771,30,85,7,0,C1
1772,16,79,6,1,C2
1773,21,76,6,1,C2
1774,16,97,7,0,C1
1775,12,65,8,2,C3
1776,16,77,6,1,C2
1777,20,74,8,2,C3
1778,17,80,6,1,C2
1779,16,78,7,2,C3
1780,12,81,5,1,C2
1781,20,66,8,2,C3
1782,11,81,7,0,C1
1783,25,70,9,2,C3
1784,20,67,8,2,C3
1785,11,63,7,2,C3
1786,18,91,9,0,C1
1787,15,77,8,2,C3
1788,22,85,9,0,C1
1789,28,89,6,1,C2
1790,9,87,8,0,C1
1791,21,79,8,0,C1
1792,19,76,5,1,C2
1793,24,75,9,2,C3
1794,21,86,5,1,C2
1795,15,80,5,1,C2
1796,18,94,4,1,C2
1797,15,95,8,0,C1
1798,26,67,5,1,C2
1799,20,65,6,2,C3
1800,31,85,8,0,C1
1801,20,72,7,2,C3
1802,16,61,6,2,C3
1803,11,96,5,1,C2
1804,9,69,7,2,C3
1805,10,97,8,0,C1
1806,22,89,8,0,C1
1807,23,91,10,0,C1
1808,11,68,6,2,C3
1809,25,69,5,1,C2
1810,17,81,7,0,C1
1811,21,67,7,2,C3
1812,30,72,7,2,C3
1813,25,73,6,2,C3
1814,18,66,4,1,C2
1815,15,68,5,1,C2
1816,7,92,8,0,C1
1817,16,67,7,2,C3
1818,19,61,8,2,C3
1819,14,85,8,0,C1
1820,19,99,8,0,C1
1821,20,73,8,2,C3
1822,19,65,7,2,C3
1823,16,83,7,0,C1
1824,21,96,4,1,C2
1825,23,91,6,1,C2
1826,13,85,6,1,C2
1827,28,73,7,2,C3
1828,19,82,6,1,C2
1829,20,64,8,2,C3
1830,24,87,6,1,C2
1831,21,89,9,0,C1
1832,26,99,6,1,C2
1833,22,70,6,2,C3
1834,16,61,6,2,C3
1835,22,82,6,1,C2
1836,13,88,9,0,C1
1837,21,92,7,0,C1
1838,20,68,7,2,C3
1839,19,70,6,2,C3
1840,19,81,7,0,C1
1841,9,73,7,2,C3
1842,17,94,7,0,C1
1843,21,79,7,2,C3
1844,21,92,9,0,C1
1845,14,83,7,0,C1
1846,28,91,5,1,C2
1847,15,73,7,2,C3
1848,26,93,6,1,C2
1849,23,71,8,2,C3
1850,16,82,7,0,C1
1851,31,69,9,2,C3
1852,13,79,6,1,C2
1853,26,73,7,2,C3
1854,26,71,5,1,C2
1855,16,99,7,0,C1
1856,28,66,5,2,C3
1857,18,91,7,0,C1
1858,22,99,7,0,C1
1859,22,61,7,2,C3
1860,19,88,8,0,C1
1861,25,70,7,2,C3
1862,25,62,5,2,C3
1863,10,76,6,1,C2
1864,28,97,7,0,C1
1865,10,60,7,2,C3
1866,26,84,7,0,C1
1867,27,80,9,0,C1
1868,13,95,7,0,C1
1869,18,63,8,2,C3
1870,13,87,4,1,C2
1871,19,87,8,0,C1
1872,18,87,10,0,C1
1873,25,98,9,0,C1
1874,28,93,6,1,C2
1875,28,62,10,2,C3
1876,17,79,7,2,C3
1877,19,76,7,2,C3
1878,10,72,7,2,C3
1879,15,78,7,2,C3
1880,26,75,4,1,C2
1881,30,77,8,2,C3
1882,13,99,7,0,C1
1883,16,64,7,2,C3
1884,20,97,7,0,C1
1885,22,79,6,1,C2
1886,15,85,7,0,C1
1887,23,93,9,0,C1
1888,17,74,8,2,C3
1889,20,77,7,2,C3
1890,23,76,7,2,C3
1891,20,75,7,2,C3
1892,17,97,6,1,C2
1893,19,93,7,0,C1
1894,19,64,8,2,C3
1895,18,64,7,2,C3
1896,18,77,6,1,C2
1897,30,64,7,2,C3
1898,23,85,8,0,C1
1899,18,66,5,1,C2
1900,24,81,6,1,C2
1901,18,60,5,2,C3
1902,27,73,7,2,C3
1903,22,87,8,0,C1
1904,19,79,9,0,C1
1905,23,99,9,0,C1
1906,11,95,6,1,C2
1907,13,74,7,2,C3
1908,13,62,6,2,C3
1909,21,94,9,0,C1
1910,30,96,9,0,C1
1911,33,93,7,0,C1
1912,24,65,6,2,C3
1913,23,100,4,1,C2
1914,9,70,5,1,C2
1915,17,89,4,1,C2
1916,15,96,5,1,C2
1917,16,69,10,2,C3
1918,19,96,5,1,C2
1919,17,72,5,1,C2
1920,8,99,6,1,C2
1921,24,71,10,2,C3
1922,14,98,7,0,C1
1923,21,62,8,2,C3
1924,32,88,7,0,C1
1925,14,81,4,1,C2
1926,5,79,9,0,C1
1927,18,69,8,2,C3
1928,27,88,7,0,C1
1929,32,68,10,2,C3
1930,13,82,6,1,C2
1931,23,70,7,2,C3
1932,17,98,6,1,C2
1933,19,61,9,2,C3
1934,36,68,8,2,C3
1935,11,70,7,2,C3
1936,22,77,5,1,C2
1937,23,69,6,2,C3
1938,27,80,5,1,C2
1939,21,95,9,0,C1
1940,22,88,5,1,C2
1941,18,83,9,0,C1
1942,22,64,9,2,C3
1943,18,88,6,1,C2
1944,24,67,6,2,C3
1945,18,91,6,1,C2
1946,22,70,8,2,C3
1947,20,77,9,0,C1
1948,27,74,9,2,C3
1949,20,94,6,1,C2
1950,9,65,9,2,C3
1951,28,83,9,0,C1
1952,15,66,7,2,C3
1953,16,88,7,0,C1
1954,16,96,9,0,C1
1955,28,77,9,2,C3
1956,7,80,9,0,C1
1957,39,97,10,0,C1
1958,26,81,8,0,C1
1959,21,80,7,2,C3
1960,20,83,9,0,C1
1961,22,88,10,0,C1
1962,23,64,6,2,C3
1963,24,93,7,0,C1
1964,23,77,5,1,C2
1965,21,63,8,2,C3
1966,19,91,8,0,C1
1967,19,75,6,1,C2
1968,19,64,9,2,C3
1969,27,85,6,1,C2
1970,24,95,6,1,C2
1971,2,96,9,0,C1
1972,24,98,6,1,C2
1973,21,95,5,1,C2
1974,20,60,8,2,C3
1975,18,75,7,2,C3
1976,27,93,9,0,C1
1977,26,75,8,2,C3
1978,15,84,4,1,C2
1979,22,84,9,0,C1
1980,14,75,10,0,C1
1981,12,96,9,0,C1
1982,16,80,9,0,C1
1983,25,79,7,2,C3
1984,26,100,6,1,C2
1985,23,80,7,2,C3
1986,24,67,8,2,C3
1987,23,81,8,0,C1
1988,16,93,6,1,C2
1989,23,91,6,1,C2
1990,25,92,5,1,C2
1991,25,88,8,0,C1
1992,27,70,6,2,C3
1993,24,94,7,0,C1
1994,22,96,10,0,C1
1995,26,68,8,2,C3
1996,20,65,7,2,C3
1997,15,99,8,0,C1
1998,19,95,9,0,C1
1999,16,96,5,1,C2
2000,16,95,6,1,C2
2001,19,82,7,0,C1
2002,15,86,6,1,C2
2003,18,82,7,0,C1
2004,9,62,5,2,C3
2005,21,90,8,0,C1
2006,20,80,6,1,C2
2007,15,86,7,0,C1
2008,24,80,7,2,C3
2009,26,80,8,0,C1
2010,10,67,4,1,C2
2011,15,71,8,2,C3
2012,15,66,7,2,C3
2013,14,68,8,2,C3
2014,25,99,5,1,C2
2015,19,66,8,2,C3
2016,18,71,9,2,C3
2017,8,84,7,0,C1
2018,24,84,6,1,C2
2019,13,66,6,2,C3
2020,20,92,8,0,C1
2021,22,91,8,0,C1
2022,28,69,8,2,C3
2023,12,72,7,2,C3
2024,2,98,7,0,C1
2025,21,93,7,0,C1
2026,31,88,6,1,C2
2027,27,63,8,2,C3
2028,21,77,7,2,C3
2029,17,82,9,0,C1
2030,25,67,9,2,C3
2031,14,78,7,2,C3
2032,23,84,8,0,C1
2033,23,73,6,2,C3
2034,26,91,7,0,C1
2035,37,94,8,0,C1
2036,22,73,5,1,C2
2037,17,94,8,0,C1
2038,20,64,6,2,C3
2039,9,94,6,1,C2
2040,16,66,6,2,C3
2041,18,63,7,2,C3
2042,17,86,5,1,C2
2043,21,79,8,0,C1
2044,15,96,7,0,C1
2045,27,75,10,2,C3
2046,20,71,7,2,C3
2047,20,80,8,0,C1
2048,18,78,6,1,C2
2049,21,74,5,1,C2
2050,25,88,8,0,C1
2051,15,90,5,1,C2
2052,16,94,8,0,C1
2053,18,99,10,0,C1
2054,12,71,8,2,C3
2055,15,89,8,0,C1
2056,17,76,7,2,C3
2057,25,87,6,1,C2
2058,22,79,7,2,C3
2059,21,100,6,1,C2
2060,25,89,5,1,C2
2061,19,98,7,0,C1
2062,22,93,9,0,C1
